,Armond Review,Tomatometer Review,Tomatometer Score,Quote,Publication Name,Movie,Date
1138,rotten,certified-fresh,84.0,It's deeply insulting to movie audiences when an award-winning playwright thinks that this sub-Tarantino nonsense carries the essence of cinema in some way.,New York Press,In Bruges,"Feb 06, 2008"
1139,fresh,certified-fresh,86.0,"The Witnesses is a period-piece but feels utterly contemporary through its characters' urgent, overlapping imperatives.",New York Press,The Witnesses,"Jan 30, 2008"
1140,fresh,certified-fresh,92.0,"Owen and Pellington create live-motion collages, emphasizing constant, overlapping, evanescent dissolves. Space becomes a character as much as that bellowing bantam humanitarian.",New York Press,U2 3D,"Jan 30, 2008"
1141,rotten,certified-fresh,96.0,"When a Romanian film is as obtuse as 4,3,2, it feels like a countdown to cinema's termination.",New York Press,"4 Months, 3 Weeks and 2 Days","Jan 23, 2008"
1142,fresh,fresh,66.0,How She Move has the distinction of being the most visually stylized movie yet made about the hip-hop generation.,New York Press,How She Move,"Jan 23, 2008"
1143,rotten,certified-fresh,78.0,"It's the Cloverfield hype campaign -- not the dissatisfying, unimpressive film itself -- that is the work of art.",New York Press,Cloverfield,"Jan 23, 2008"
1144,fresh,rotten,12.0,"First Sunday isn't the most refined moviemaking you'll ever see, but it gives 2008 cinema a perfectly humane start.",New York Press,First Sunday,"Jan 16, 2008"
1145,rotten,rotten,41.0,27 Dresses is totally phony.,New York Press,27 Dresses,"Jan 16, 2008"
1146,rotten,rotten,46.0,It's wearying to watch Allen's murder obsession when he doesn't know how to dramatize morality.,New York Press,Cassandra's Dream,"Jan 16, 2008"
1147,fresh,fresh,69.0,"It's time to acknowledge John Sayles' dependable good intentions. His latest film, Honeydripper, may have slipped through the cracks of December's big-ticket releases, but it's easily Sayles' best film in a good while.",New York Press,Honeydripper,"Jan 09, 2008"
1148,rotten,certified-fresh,91.0,"'No!' is the first word spoken in There Will Be Blood, and it should be the last said in response to Paul Thomas Anderson's latest pretend epic.",New York Press,There Will Be Blood,"Jan 02, 2008"
1149,rotten,certified-fresh,74.0,"Walk Hard is Apatow's undistinguished -- in fact, shamelessly derivative -- contribution to the mockumentary genre.",New York Press,Walk Hard: The Dewey Cox Story,"Dec 19, 2007"
1150,rotten,certified-fresh,86.0,This well-sung and perfectly acted adaptation falls way short of a triumph because Burton misplaces his sense of humor. He only almost makes Sweeney Todd his own.,New York Press,Sweeney Todd: The Demon Barber of Fleet Street,"Dec 19, 2007"
1151,rotten,rotten,33.0,Youth lacks an emotional hook.,New York Press,Youth Without Youth,"Dec 12, 2007"
1152,rotten,fresh,68.0,While I Am Legend is formulaic sci-fi action (ripping-off 28 Weeks Later) it's only interesting as a cultural-political artifact.,New York Press,I Am Legend,"Dec 12, 2007"
1153,rotten,rotten,43.0,"Theologically confused and culturally contrived, The Golden Compass is devoid of charm and mystery.",New York Press,The Golden Compass,"Dec 05, 2007"
1154,rotten,certified-fresh,83.0,"Done-in by his own self-importance, Wright overwhelms the story's personal tragedy with extravagant depictions of his love triangle's different fates.",New York Press,Atonement,"Dec 05, 2007"
1155,fresh,certified-fresh,94.0,Tells a real person's life story so inventively you might forget how rotten recent biopics have been.,New York Press,The Diving Bell and the Butterfly,"Nov 28, 2007"
1156,rotten,certified-fresh,77.0,"I'm Not There has epic length, but it's one bad idea after another.",New York Press,I'm Not There,"Nov 21, 2007"
1157,rotten,rotten,52.0,"Noah Bambauch makes it easy to dislike his films. Problem is, he also makes it easy for New York's media elite to praise them.",New York Press,Margot at the Wedding,"Nov 14, 2007"
1158,fresh,certified-fresh,93.0,"Deeper, funnier and even stranger than Fargo.",New York Press,No Country for Old Men,"Nov 09, 2007"
1159,fresh,rotten,27.0,"In the best directing of his auteur career, Redford turns Carnahan's original script into a modern-day version of what Sergei Eisenstein called 'Intellectual Montage.'",New York Press,Lions for Lambs,"Nov 09, 2007"
1160,rotten,certified-fresh,81.0,"American Gangster's simultaneous celebration of crime, punishment and upward mobility should be titled Cry Capitalism. That's the code of the new Western.",New York Press,American Gangster,"Oct 31, 2007"
1161,rotten,fresh,65.0,"Forster's mix of topicality and sensationalism makes The Kite Runner sentimental, not profound.",New York Press,The Kite Runner,"Oct 31, 2007"
1162,fresh,certified-fresh,79.0,The film starts as a character study but finds its purpose in the middle of a political storm.,New York Press,Jimmy Carter: Man From Plains,"Oct 24, 2007"
1163,fresh,fresh,65.0,[Del Toro is] both beast and beauty in a movie that mismanages the idea that life is not a fairy tale.,New York Press,Things We Lost in the Fire,"Oct 24, 2007"
1164,rotten,certified-fresh,88.0,"Lumet tries getting back to the outrageous satirical mode of Network and Just Tell Me What You Want, but this family dysfunction story fails the classic requirements of social critique.",New York Press,Before the Devil Knows You're Dead,"Oct 24, 2007"
1165,rotten,certified-fresh,90.0,"Fincher, the neo-Kubrick-nerd, has lost his bearings.",New York Press,Zodiac,"Oct 18, 2007"
1166,fresh,rotten,48.0,It's alarming that American film critics alienate themselves from the aspects of Perry's films that should be universal.,New York Press,Why Did I Get Married?,"Oct 17, 2007"
1167,rotten,certified-fresh,95.0,"So far this year, no other movie has more risible dialogue.",New York Press,Gone Baby Gone,"Oct 17, 2007"
1168,fresh,rotten,38.0,Reservation Road is in the familiar suburban terror genre but Joaquin Pheonix and Mark Ruffalo give it emotionally credible nuances.,New York Press,Reservation Road,"Oct 17, 2007"
1169,fresh,fresh,95.0,"It's shocking to see Godard bite the hand that admires him, but this is what makes the movie relevant and timeless.",New York Press,The Chinese Girl,"Oct 10, 2007"
1170,rotten,rotten,35.0,"Kenneth Branagh's direction imitates De Palma's multi-angled voyeurism, but the trite visual tricks interrupt the clipped language and tense interaction that are British theater's domain.",New York Press,Sleuth,"Oct 10, 2007"
1171,rotten,rotten,35.0,"A completely useless, over-enunciated film -- an instant antique.",New York Press,Elizabeth: The Golden Age,"Oct 10, 2007"
1172,rotten,rotten,29.0,We deserve better than this and expect better from the Farrellys.,New York Press,The Heartbreak Kid,"Oct 10, 2007"
1173,fresh,certified-fresh,98.0,[For] The Bible Tells Me So must be the first liberal documentary to resist Bible-bashing for Bible-thumping.,New York Press,For the Bible Tells Me So,"Oct 03, 2007"
1174,fresh,rotten,47.0,"The most visually resplendent movie so far this year (photographed by Michel Amathieu), yet it lacks the rich balance of sex and intellect that makes an Andr Tchin film great.",New York Press,The Man of My Life,"Oct 03, 2007"
1175,rotten,certified-fresh,91.0,"Hipster filmmakers keep looking backwards to the 1970s, hoping to disguise how ill-equipped they are to deal with contemporary social issues.",New York Press,Michael Clayton,"Oct 03, 2007"
1176,fresh,fresh,72.0,"Every shot here looks sensuous, yet is unmistakably second rate -- the filmmaking equivalent to prestige magazine fiction.",New York Press,"Lust, Caution","Sep 26, 2007"
1177,fresh,fresh,69.0,"The Darjeeling Limited is so reflective of personal experience (within the context of rarefied pop antecedents) that it returns common emotional power to today's fragmented, disingenuous popular culture.",New York Press,The Darjeeling Limited,"Sep 26, 2007"
1178,rotten,certified-fresh,77.0,"Fact is, The Assassination is nothing more than a misreading of Hollywood mythology.",New York Press,The Assassination of Jesse James by the Coward Robert Ford,"Sep 19, 2007"
1179,rotten,fresh,66.0,"Despite its high-toned, artsy antecedent, Swicord's direction lacks fluency: that graceful, imaginative ease with visual expression that signifies real film artistry.",New York Press,The Jane Austen Book Club,"Sep 19, 2007"
1180,rotten,rotten,53.0,"Across the Universe feels like something entombed on Broadway, made to instruct bored tourists while grasping after Importance. It's an anomalous musical epic: a Pop movie without the excitement of pop.",New York Press,Across the Universe,"Sep 13, 2007"
1181,rotten,certified-fresh,89.0,Eastern Promises is a pretty hollow viewing experience. It deals with the ugly life choices facing Eastern immigrants in the West (London) but seems more contrived than truthful.,New York Press,Eastern Promises,"Sep 13, 2007"
1182,rotten,certified-fresh,89.0,"3:10 to Yuma rehashes western motifs -- those civilization/wilderness, essence of manhood themes -- but builds up to a poorly plotted, shoddily executed gun battle.",New York Press,3:10 to Yuma,"Sep 05, 2007"
1183,rotten,rotten,52.0,Turturro aims for postmodern irony and misses.,New York Press,Romance & Cigarettes,"Sep 05, 2007"
1184,fresh,rotten,13.0,[Jet] Li and [Jason] Statham's characters represent respect for life and art; they're also purifying a contaminated genre.,New York Press,War,"Aug 30, 2007"
1185,fresh,fresh,64.0,"The sharpest, subtlest satire of a California stereotype since Evan Rachel Woods'... in the too-little-seen Pretty Persuasion.",New York Press,The Nines,"Aug 30, 2007"
1186,fresh,rotten,34.0,The Nanny Diaries -- though basically a light entertainment -- breaks movie culture's unspoken taboo against class consciousness.,New York Press,The Nanny Diaries,"Aug 22, 2007"
1187,rotten,rotten,20.0,What once seemed a foolproof concept -- people suddenly changing into soulless pods -- has now been reduced to yet another exercise in political finger-pointing.,New York Press,The Invasion,"Aug 22, 2007"
1188,rotten,certified-fresh,77.0,But Stardust conveys no palpable life or dream quality. You're depressingly aware of an overeager special effects lab.,New York Press,Stardust,"Aug 15, 2007"
1189,rotten,fresh,60.0,Dans Paris not only loses its charm but is devastatingly disappointing.,New York Press,Dans Paris,"Aug 08, 2007"
1190,fresh,rotten,25.0,"Lopez, Anthony and Ichaso seize the opportunity to make Hollywood's first NuYorican epic.",New York Press,The Singer,"Aug 01, 2007"
1191,fresh,certified-fresh,87.0,The best prospect of The Simpsons Movie is that it will return communal intelligence to moviegoing.,New York Press,The Simpsons Movie,"Aug 01, 2007"
1192,fresh,certified-fresh,93.0,"It's only a half-great film, which is to say that its best moments are more perceptive and powerful than any other movie this summer.",New York Press,This Is England,"Jul 25, 2007"
1193,rotten,certified-fresh,76.0,"As with 28 Days Later, [director Danny] Boyle makes Sunshine almost literally unwatchable.",New York Press,Sunshine,"Jul 18, 2007"
1194,rotten,certified-fresh,92.0,"Based on John Waters' 1988 satire of civil rights-era nostalgia, this movie-musical adaptation makes the same mistake as the 2002 Broadway incarnation -- it domesticates Waters' parodistic anarchy into general-audience silliness.",New York Press,Hairspray,"Jul 18, 2007"
1195,fresh,rotten,14.0,"It's a modern classic (despite a cheap-shot plug for Giuliani). By comparison, Hollywood's most celebrated gay comedies -- In and Out, Chuck and Buck, Blades of Glory, even the laughable Brokeback Mountain -- were all failures of nerve.",New York Press,I Now Pronounce You Chuck and Larry,"Jul 18, 2007"
1196,fresh,certified-fresh,75.0,There's always an element of humane piquancy -- sort of like a twist of lemon in a soft drink or espresso -- that makes you feel you aren't simply watching product.,New York Press,My Best Friend,"Jul 13, 2007"
1197,rotten,certified-fresh,83.0,"'Every stereotype has truth,' says Don Cheadle as Petey Greene. That fallacy ruins Talk to Me.",New York Press,Talk to Me,"Jul 12, 2007"
1198,fresh,certified-fresh,92.0,How surprising that a new German film would teach Americans about human faith at a time when acclaimed movies like Borat lack faith.,New York Press,The Lives of Others,"Jul 11, 2007"
1199,rotten,rotten,44.0,"Jerry Bruckheimer hasn't produced a movie this undignified since Pearl Harbor -- that cornucopia of corn and bombast, where he ransacked history and sullied patriotism.",New York Press,Pirates of the Caribbean: At World's End,"Jul 11, 2007"
1200,rotten,certified-fresh,89.0,"Judd Apatow's Knocked Up may have a provocative title, but just like a TV sitcom that placates an audience's apprehension about the real world, it neither titillates nor challenges.",New York Press,Knocked Up,"Jul 11, 2007"
